Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,snow_depth_set_1,solar_radiation_set_1,precip_accum_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
YNWC1,04/12/2023 23:02 UTC,59,50,5.99,211,13,152,5.95,13,,,12.9,217,,SSW,,40.25,,
YNWC1,04/13/2023 00:02 UTC,57,51,5,212,12,51,5.95,12,,,12.8,232,,SSW,,38.91,,
YNWC1,04/13/2023 01:02 UTC,55,49,5.99,217,11,31,5.95,11,,,12.8,218,,SW,,36.04,,
YNWC1,04/13/2023 02:02 UTC,52,53,4,230,10,12,5.95,10,,,12.7,217,,SW,,35.25,,
YNWC1,04/13/2023 03:02 UTC,48,60,3,207,5,2,5.95,5,,,12.7,213,,SSW,,34.64,,
YNWC1,04/13/2023 04:02 UTC,45,70,2,230,4,0,5.95,4,,,12.7,231,,SW,,35.7,,
YNWC1,04/13/2023 05:02 UTC,44,77,1,15,3,0,5.95,3,,,12.7,219,,NNE,,37.17,,
YNWC1,04/13/2023 06:02 UTC,41,82,0,,4,0,5.95,4,,,12.6,184,,,,35.86,,
YNWC1,04/13/2023 07:02 UTC,39,87,1,252,3,0,5.95,3,,,12.6,237,,WSW,,35.41,,
YNWC1,04/13/2023 08:02 UTC,37,91,2,245,3,0,5.95,3,,,12.6,232,,WSW,,34.58,,
YNWC1,04/13/2023 09:02 UTC,36,93,0,,2,0,5.95,2,,,12.5,238,,,,34.15,,
YNWC1,04/13/2023 10:02 UTC,35,96,0,,2,0,5.95,2,,,12.5,240,,,,33.96,,
YNWC1,04/13/2023 11:02 UTC,33,97,0,,2,0,5.95,2,,,12.5,232,,,,32.23,,
YNWC1,04/13/2023 12:02 UTC,32,97,1,235,3,0,5.95,3,,,12.5,214,,SW,,31.23,,
YNWC1,04/13/2023 13:02 UTC,31,97,0,,2,0,5.95,2,,,12.5,223,,,,30.24,,
YNWC1,04/13/2023 14:02 UTC,30,94,0,,0,2,5.95,0,,,12.4,166,,,,28.46,,
YNWC1,04/13/2023 15:02 UTC,30,92,0,,2,9,5.95,2,,,12.4,227,,,,27.93,,
YNWC1,04/13/2023 16:02 UTC,31,86,0,,2,15,5.95,2,,,12.4,219,,,,27.25,,
YNWC1,04/13/2023 17:02 UTC,44,46,3,150,4,102,5.95,4,,,12.7,158,,SSE,,24.35,,
YNWC1,04/13/2023 18:02 UTC,55,36,3,179,8,567,5.95,8,,,14.4,164,,S,,28.35,,
YNWC1,04/13/2023 19:02 UTC,56,41,5,216,11,892,5.95,11,,,13.8,219,,SW,,32.46,,
YNWC1,04/13/2023 20:02 UTC,57,43,5.99,222,11,955,5.95,11,,,14.1,213,,SW,,34.56,,
YNWC1,04/13/2023 21:02 UTC,58,42,7,217,13,950,5.95,13,,,14.1,238,,SW,,34.88,,
YNWC1,04/13/2023 22:02 UTC,57,44,5.99,228,14.01,883,5.95,14.01,,,13.3,241,,SW,,35.14,,
YNWC1,04/13/2023 23:02 UTC,53,54,8,217,12,160,5.95,12,,,13,213,,SW,,36.65,,
YNWC1,04/14/2023 00:02 UTC,50,60,5.99,221,12,73,5.95,12,,,12.9,227,,SW,,36.53,,
YNWC1,04/14/2023 01:02 UTC,49,58,4,227,9,37,5.95,9,,,12.8,219,,SW,,34.72,,
YNWC1,04/14/2023 02:02 UTC,48,59,3,217,7,28,5.95,7,,,12.7,215,,SW,,34.21,,
YNWC1,04/14/2023 03:02 UTC,47,62,3,203,5.99,4,5.95,5.99,,,12.7,224,,SSW,,34.52,,
YNWC1,04/14/2023 04:02 UTC,45,60,3,205,5,0,5.95,5,,,12.7,212,,SSW,,31.81,,
YNWC1,04/14/2023 05:02 UTC,42,70,0,,4,0,5.95,4,,,12.7,220,,,,32.82,,
YNWC1,04/14/2023 06:02 UTC,39,76,0,,2,0,5.95,2,,,12.6,338,,,,31.99,,
YNWC1,04/14/2023 07:02 UTC,37,81,0,,1,0,5.95,1,,,12.6,250,,,,31.64,,
YNWC1,04/14/2023 08:02 UTC,35,85,0,,2,0,5.95,2,,,12.6,245,,,,30.89,,
YNWC1,04/14/2023 09:02 UTC,34,89,0,,2,0,5.95,2,,,12.6,224,,,,31.06,,
YNWC1,04/14/2023 10:02 UTC,33,92,0,,0,0,5.95,0,,,12.5,255,,,,30.9,,
YNWC1,04/14/2023 11:02 UTC,32,95,1,244,2,0,5.95,2,,,12.5,229,,WSW,,30.71,,
YNWC1,04/14/2023 12:02 UTC,31,96,0,,2,0,5.95,2,,,12.5,245,,,,29.98,,
YNWC1,04/14/2023 13:02 UTC,31,97,0,,2,0,5.95,2,,,12.5,243,,,,30.24,,
YNWC1,04/14/2023 14:02 UTC,30,97,0,,2,3,5.95,2,,,12.4,223,,,,29.24,,
YNWC1,04/14/2023 15:02 UTC,31,95,0,,2,11,5.95,2,,,12.4,216,,,,29.72,,
YNWC1,04/14/2023 16:02 UTC,32,93,0,,0,18,5.95,0,,,12.4,220,,,,30.18,,
YNWC1,04/14/2023 17:02 UTC,44,49,2,143,4,89,5.95,4,,,12.7,158,,SE,,25.88,,
YNWC1,04/14/2023 18:02 UTC,55,31,2,160,7,572,5.95,7,,,14.3,167,,SSE,,24.73,,
YNWC1,04/14/2023 19:02 UTC,57,35,5,214,10,882,5.95,10,,,13.7,220,,SW,,29.44,,
YNWC1,04/14/2023 20:02 UTC,60,33,5,223,11,948,5.95,11,,,13.4,220,,SW,,30.65,,
YNWC1,04/14/2023 21:02 UTC,61,33,5.99,215,12,941,5.95,12,,,14.1,219,,SW,,31.53,,
YNWC1,04/14/2023 22:02 UTC,60,37,5.99,229,11,865,5.95,11,,,13.2,229,,SW,,33.49,,
YNWC1,04/14/2023 23:02 UTC,59,40,5,217,9,133,5.95,9,,,12.9,213,,SW,,34.55,,
YNWC1,04/15/2023 00:02 UTC,58,41,4,220,9,52,5.95,9,,,12.9,220,,SW,,34.27,,
YNWC1,04/15/2023 01:02 UTC,57,43,3,213,9,35,5.95,9,,,12.8,229,,SSW,,34.56,,
YNWC1,04/15/2023 02:02 UTC,54,48,3,220,5.99,15,5.95,5.99,,,12.8,219,,SW,,34.59,,
YNWC1,04/15/2023 03:02 UTC,49,60,2,191,5,3,5.95,5,,,12.7,220,,S,,35.58,,
YNWC1,04/15/2023 04:02 UTC,45,65,0,,4,0,5.95,4,,,12.7,214,,,,33.82,,
YNWC1,04/15/2023 05:02 UTC,42,72,1,242,2,0,5.95,2,,,12.7,225,,WSW,,33.53,,
YNWC1,04/15/2023 06:02 UTC,40,80,0,,3,0,5.95,3,,,12.6,225,,,,34.26,,
YNWC1,04/15/2023 07:02 UTC,38,84,0,,2,0,5.95,2,,,12.6,218,,,,33.54,,
YNWC1,04/15/2023 08:02 UTC,37,89,0,,2,0,5.95,2,,,12.6,238,,,,34.02,,
YNWC1,04/15/2023 09:02 UTC,35,91,0,,2,0,5.95,2,,,12.6,218,,,,32.61,,
YNWC1,04/15/2023 10:02 UTC,34,93,0,,2,0,5.95,2,,,12.5,171,,,,32.16,,
YNWC1,04/15/2023 11:02 UTC,33,94,0,,2,0,5.95,2,,,12.5,221,,,,31.44,,
YNWC1,04/15/2023 12:02 UTC,32,94,1,343,2,0,5.95,2,,,12.5,207,,NNW,,30.45,,
YNWC1,04/15/2023 13:02 UTC,32,95,0,,2,0,5.95,2,,,12.4,232,,,,30.71,,
YNWC1,04/15/2023 14:02 UTC,31,94,1,262,2,3,5.95,2,,,12.4,242,,W,,29.45,,
YNWC1,04/15/2023 15:02 UTC,32,92,0,,2,13,5.95,2,,,12.4,165,,,,29.91,,
YNWC1,04/15/2023 16:02 UTC,33,88,0,,2,21,5.95,2,,,12.5,184,,,,29.79,,
YNWC1,04/15/2023 17:02 UTC,47,53,2,136,3,109,5.95,3,,,12.7,161,,SE,,30.59,,
YNWC1,04/15/2023 18:02 UTC,62,25,3,157,5,549,5.95,5,,,13.5,119,,SSE,,25.63,,
YNWC1,04/15/2023 19:02 UTC,66,26,3,283,7,893,5.95,7,,,13.7,219,,WNW,,30.02,,
YNWC1,04/15/2023 20:02 UTC,67,29,5,227,9,963,5.95,9,,,13.6,215,,SW,,33.58,,
YNWC1,04/15/2023 21:02 UTC,68,31,5.99,217,10,955,5.95,10,,,13.2,214,,SW,,36.13,,
YNWC1,04/15/2023 22:02 UTC,69,31,5,222,10,881,5.95,10,,,13.1,333,,SW,,37.01,,
YNWC1,04/15/2023 23:02 UTC,67,33,4,224,10,161,5.95,10,,,12.9,231,,SW,,36.83,,
YNWC1,04/16/2023 00:02 UTC,66,32,5,213,10,46,5.95,10,,,12.9,216,,SSW,,35.18,,
YNWC1,04/16/2023 01:02 UTC,64,38,5,219,10,31,5.95,10,,,12.8,214,,SW,,37.75,,
YNWC1,04/16/2023 02:02 UTC,60,46,3,242,8,12,5.95,8,,,12.8,214,,WSW,,39.02,,
YNWC1,04/16/2023 03:02 UTC,53,65,0,,4,3,5.95,4,,,12.7,182,,,,41.44,,
YNWC1,04/16/2023 04:02 UTC,49,76,0,,2,0,5.95,2,,,12.7,350,,,,41.69,,
YNWC1,04/16/2023 05:02 UTC,46,78,0,,3,0,5.95,3,,,12.7,219,,,,39.45,,
YNWC1,04/16/2023 06:02 UTC,43,82,0,,2,0,5.95,2,,,12.6,215,,,,37.82,,
YNWC1,04/16/2023 07:02 UTC,41,85,0,,2,0,5.95,2,,,12.6,172,,,,36.78,,
YNWC1,04/16/2023 08:02 UTC,40,87,0,,2,0,5.95,2,,,12.6,200,,,,36.4,,
YNWC1,04/16/2023 09:02 UTC,38,89,0,,3,0,5.95,3,,,12.6,242,,,,35.01,,
YNWC1,04/16/2023 10:02 UTC,37,88,0,,2,0,5.95,2,,,12.6,328,,,,33.73,,
YNWC1,04/16/2023 11:02 UTC,36,89,1,105,3,0,5.95,3,,,12.5,200,,ESE,,33.03,,
YNWC1,04/16/2023 12:02 UTC,35,88,0,,2,0,5.95,2,,,12.5,229,,,,31.76,,
YNWC1,04/16/2023 13:02 UTC,34,91,0,,3,0,5.95,3,,,12.5,178,,,,31.62,,
YNWC1,04/16/2023 14:02 UTC,34,90,0,,2,3,5.95,2,,,12.4,213,,,,31.34,,
YNWC1,04/16/2023 15:02 UTC,34,91,0,,3,11,5.95,3,,,12.5,331,,,,31.62,,
YNWC1,04/16/2023 16:02 UTC,36,88,1,176,3,18,5.95,3,,,12.5,168,,S,,32.75,,
YNWC1,04/16/2023 17:02 UTC,51,54,2,147,4,109,5.95,4,,,12.7,172,,SSE,,34.79,,
YNWC1,04/16/2023 18:02 UTC,64,30,3,194,5.99,556,5.95,5.99,,,14,228,,SSW,,31.81,,
YNWC1,04/16/2023 19:02 UTC,68,26,3,261,7,897,5.95,7,,,14,214,,W,,31.74,,
YNWC1,04/16/2023 20:02 UTC,68,29,5,210,11,959,5.95,11,,,13.5,222,,SSW,,34.45,,
YNWC1,04/16/2023 21:02 UTC,70,31,5,222,11,957,5.95,11,,,13.3,218,,SW,,37.89,,
YNWC1,04/16/2023 22:02 UTC,69,33,4,225,10,884,5.95,10,,,13.2,228,,SW,,38.6,,
YNWC1,04/16/2023 23:02 UTC,66,39,4,240,11,197,5.95,11,,,12.9,212,,WSW,,40.22,,
YNWC1,04/17/2023 00:02 UTC,65,40,5,227,10,59,5.95,10,,,12.9,213,,SW,,39.97,,
YNWC1,04/17/2023 01:02 UTC,62,43,4,222,10,36,5.95,10,,,12.8,205,,SW,,39.11,,
YNWC1,04/17/2023 02:02 UTC,59,48,3,222,7,12,5.95,7,,,12.8,228,,SW,,39.2,,
YNWC1,04/17/2023 03:02 UTC,53,60,3,218,5.99,3,5.95,5.99,,,12.7,219,,SW,,39.36,,
YNWC1,04/17/2023 04:02 UTC,49,70,0,,4,0,5.95,4,,,12.7,221,,,,39.54,,
YNWC1,04/17/2023 05:02 UTC,46,77,1,256,2,0,5.95,2,,,12.7,246,,WSW,,39.12,,
YNWC1,04/17/2023 06:02 UTC,43,82,0,,2,0,5.95,2,,,12.7,219,,,,37.82,,
YNWC1,04/17/2023 07:02 UTC,42,85,0,,2,0,5.95,2,,,12.6,225,,,,37.76,,
YNWC1,04/17/2023 08:02 UTC,40,89,0,,2,0,5.95,2,,,12.6,225,,,,36.98,,
YNWC1,04/17/2023 09:02 UTC,39,91,0,,2,0,5.95,2,,,12.6,184,,,,36.56,,
YNWC1,04/17/2023 10:02 UTC,38,93,0,,1,0,5.95,1,,,12.6,11,,,,36.13,,
YNWC1,04/17/2023 11:02 UTC,37,93,0,,2,0,5.95,2,,,12.6,242,,,,35.14,,
YNWC1,04/17/2023 12:02 UTC,36,94,0,,2,0,5.95,2,,,12.5,218,,,,34.42,,
YNWC1,04/17/2023 13:02 UTC,36,94,0,,2,0,5.95,2,,,12.5,184,,,,34.42,,
YNWC1,04/17/2023 14:02 UTC,36,94,0,,2,2,5.95,2,,,12.5,330,,,,34.42,,
YNWC1,04/17/2023 15:02 UTC,37,93,0,,2,17,5.95,2,,,12.5,5,,,,35.14,,
YNWC1,04/17/2023 16:02 UTC,39,89,0,,2,29,5.95,2,,,12.6,163,,,,35.99,,
YNWC1,04/17/2023 17:02 UTC,51,54,3,164,4,126,5.95,4,,,12.9,176,,SSE,,34.79,,
YNWC1,04/17/2023 18:02 UTC,61,37,5,206,7,536,5.95,7,,,13.7,208,,SSW,,34.39,,
YNWC1,04/17/2023 19:02 UTC,62,36,4,292,10,740,5.95,10,,,13.7,222,,WNW,,34.59,,
YNWC1,04/17/2023 20:02 UTC,61,35,4,238,10,649,5.95,10,,,14.1,216,,WSW,,33,,
YNWC1,04/17/2023 21:02 UTC,59,40,3,234,11,443,5.95,11,,,13.3,241,,SW,,34.55,,
YNWC1,04/17/2023 22:02 UTC,57,43,5,218,13,278,5.95,13,,,13.5,227,,SW,,34.56,,
YNWC1,04/17/2023 23:02 UTC,57,39,2,346,8,240,5.95,8,,,13.1,240,,NNW,,32.12,,
YNWC1,04/18/2023 00:02 UTC,58,40,5,214,9,123,5.95,9,,,12.9,224,,SW,,33.65,,
YNWC1,04/18/2023 01:02 UTC,53,51,5.99,218,13,71,5.95,13,,,12.8,244,,SW,,35.2,,
YNWC1,04/18/2023 02:02 UTC,51,57,2,207,9,31,5.95,9,,,12.8,224,,SSW,,36.16,,
YNWC1,04/18/2023 03:02 UTC,48,68,2,228,5,4,5.95,5,,,12.7,236,,SW,,37.83,,
YNWC1,04/18/2023 04:02 UTC,47,60,0,,5,0,5.95,5,,,12.7,205,,,,33.69,,
YNWC1,04/18/2023 05:02 UTC,43,74,1,180,3,0,5.95,3,,,12.7,174,,S,,35.19,,
YNWC1,04/18/2023 06:02 UTC,42,78,1,40,3,0,5.95,3,,,12.7,48,,NE,,35.56,,
YNWC1,04/18/2023 07:02 UTC,43,73,1,225,8,0,5.95,8,,,12.6,210,,SW,,34.84,,
YNWC1,04/18/2023 08:02 UTC,42,70,3,200,9,0,5.95,9,,,12.6,227,,SSW,,32.82,,
YNWC1,04/18/2023 09:02 UTC,41,70,2,237,5.99,0,5.95,5.99,,,12.6,225,,WSW,,31.86,,
YNWC1,04/18/2023 10:02 UTC,40,74,2,223,7,0,5.95,7,,,12.6,226,,SW,,32.29,,
YNWC1,04/18/2023 11:02 UTC,39,78,5,228,8,0,5.95,8,,,12.6,225,,SW,,32.64,,
YNWC1,04/18/2023 12:02 UTC,38,78,3,203,9,0,5.95,9,,,12.6,223,,SSW,,31.67,,
YNWC1,04/18/2023 13:02 UTC,38,74,3,214,5.99,0,5.95,5.99,,,12.5,229,,SW,,30.35,,
YNWC1,04/18/2023 14:02 UTC,35,96,4,207,8,3,5.99,8,,,12.5,221,,SSW,,33.96,,
YNWC1,04/18/2023 15:02 UTC,35,90,5.99,209,10,29,6,10,,,12.5,225,,SSW,,32.33,,
YNWC1,04/18/2023 16:02 UTC,36,86,3,228,7,68,6.01,7,,,12.5,218,,SW,,32.17,,
YNWC1,04/18/2023 17:02 UTC,39,74,1,269,3,125,6.01,3,,,12.7,230,,W,,31.32,,
YNWC1,04/18/2023 18:02 UTC,40,71,4,190,7,168,6.01,7,,,12.7,208,,S,,31.25,,
YNWC1,04/18/2023 19:02 UTC,42,59,4,203,7,194,6.01,7,,,12.9,163,,SSW,,28.56,,
YNWC1,04/18/2023 20:02 UTC,43,58,5,207,9,225,6.01,9,,,12.9,242,,SSW,,29.08,,
YNWC1,04/18/2023 21:02 UTC,45,54,4,210,8,242,6.01,8,,,13.1,213,,SSW,,29.19,,
YNWC1,04/18/2023 22:02 UTC,44,51,4,204,8,184,6.01,8,,,12.8,225,,SSW,,26.85,,
YNWC1,04/18/2023 23:02 UTC,46,47,4,202,7,161,6.01,7,,,13,187,,SSW,,26.71,,
YNWC1,04/19/2023 00:02 UTC,47,45,4,211,8,155,6.01,8,,,12.9,218,,SSW,,26.57,,
YNWC1,04/19/2023 01:02 UTC,45,48,4,218,8,83,6.01,8,,,12.7,207,,SW,,26.3,,
YNWC1,04/19/2023 02:02 UTC,43,51,3,211,7,24,6.01,7,,,12.6,216,,SSW,,25.93,,
YNWC1,04/19/2023 03:02 UTC,42,54,3,210,7,4,6.01,7,,,12.5,216,,SSW,,26.39,,
YNWC1,04/19/2023 04:02 UTC,40,59,3,202,5.99,0,6.01,5.99,,,12.5,206,,SSW,,26.67,,
YNWC1,04/19/2023 05:02 UTC,39,65,2,224,5,0,6.01,5,,,12.5,223,,SW,,28.1,,
YNWC1,04/19/2023 06:02 UTC,38,69,2,207,3,0,6.01,3,,,12.5,204,,SSW,,28.62,,
YNWC1,04/19/2023 07:02 UTC,35,74,1,339,3,0,6.01,3,,,12.4,160,,NNW,,27.45,,
YNWC1,04/19/2023 08:02 UTC,33,81,0,,2,0,6.01,2,,,12.4,336,,,,27.74,,
YNWC1,04/19/2023 09:02 UTC,32,83,0,,2,0,6.01,2,,,12.4,344,,,,27.36,,
YNWC1,04/19/2023 10:02 UTC,32,85,0,,2,0,6.01,2,,,12.4,349,,,,27.95,,
YNWC1,04/19/2023 11:02 UTC,30,88,0,,3,0,6.01,3,,,12.4,176,,,,26.83,,
YNWC1,04/19/2023 12:02 UTC,29,92,0,,1,0,6.01,1,,,12.3,248,,,,26.94,,
YNWC1,04/19/2023 13:02 UTC,28,93,0,,0,0,6.01,0,,,12.4,310,,,,26.21,,
YNWC1,04/19/2023 14:02 UTC,28,93,0,,2,4,6.01,2,,,12.4,221,,,,26.21,,
YNWC1,04/19/2023 15:02 UTC,28,87,0,,2,14,6.01,2,,,12.4,248,,,,24.58,,
YNWC1,04/19/2023 16:02 UTC,31,81,1,182,3,24,6.01,3,,,12.4,218,,S,,25.78,,
YNWC1,04/19/2023 17:02 UTC,42,38,3,159,4,111,6.01,4,,,12.8,165,,SSE,,18.01,,
YNWC1,04/19/2023 18:02 UTC,50,26,4,215,7,570,6.01,7,,,13.6,222,,SW,,16.25,,
YNWC1,04/19/2023 19:02 UTC,52,28,5,223,10,900,6.01,10,,,14.1,218,,SW,,19.7,,
YNWC1,04/19/2023 20:02 UTC,56,27,3,269,11,971,6.01,11,,,13.6,220,,W,,22.3,,
YNWC1,04/19/2023 21:02 UTC,57,25,4,248,9,964,6.01,9,,,13.9,220,,WSW,,21.34,,
YNWC1,04/19/2023 22:02 UTC,56,26,4,252,12,879,6.01,12,,,13.1,321,,WSW,,21.41,,
YNWC1,04/19/2023 23:02 UTC,54,32,5,245,11,127,6.01,11,,,12.9,229,,WSW,,24.61,,
YNWC1,04/20/2023 00:02 UTC,53,36,4,224,11,46,6.01,11,,,12.9,223,,SW,,26.56,,
YNWC1,04/20/2023 01:02 UTC,52,38,5,216,9,32,6.01,9,,,12.8,227,,SW,,26.98,,
YNWC1,04/20/2023 02:02 UTC,49,47,5,215,8,12,6.01,8,,,12.8,219,,SW,,29.47,,
YNWC1,04/20/2023 03:02 UTC,46,53,2,243,7,3,6.01,7,,,12.7,212,,WSW,,29.66,,
YNWC1,04/20/2023 04:02 UTC,42,65,0,,4,0,6.01,4,,,12.7,216,,,,30.96,,
YNWC1,04/20/2023 05:02 UTC,39,74,0,,2,0,6.01,2,,,12.7,177,,,,31.32,,
YNWC1,04/20/2023 06:02 UTC,37,78,0,,1,0,6.01,1,,,12.7,204,,,,30.7,,
YNWC1,04/20/2023 07:02 UTC,35,84,0,,2,0,6.01,2,,,12.6,221,,,,30.6,,
YNWC1,04/20/2023 08:02 UTC,34,86,0,,1,0,6.01,1,,,12.6,234,,,,30.2,,
YNWC1,04/20/2023 09:02 UTC,33,88,0,,1,0,6.01,1,,,12.6,223,,,,29.79,,
YNWC1,04/20/2023 10:02 UTC,32,89,0,,2,0,6.01,2,,,12.6,11,,,,29.08,,
YNWC1,04/20/2023 11:02 UTC,32,83,0,,2,0,6.01,2,,,12.6,339,,,,27.36,,
YNWC1,04/20/2023 12:02 UTC,32,80,0,,2,0,6.01,2,,,12.5,354,,,,26.45,,
YNWC1,04/20/2023 13:02 UTC,31,76,0,,3,0,6.01,3,,,12.5,349,,,,24.23,,
YNWC1,04/20/2023 14:02 UTC,30,76,0,,2,3,6.01,2,,,12.5,352,,,,23.26,,
YNWC1,04/20/2023 15:02 UTC,31,74,1,211,3,9,6.01,3,,,12.5,229,,SSW,,23.59,,
YNWC1,04/20/2023 16:02 UTC,33,72,0,,3,18,6.01,3,,,12.5,233,,,,24.85,,
YNWC1,04/20/2023 17:02 UTC,48,34,3,153,4,99,6.01,4,,,12.8,152,,SSE,,20.75,,
YNWC1,04/20/2023 18:02 UTC,58,20,4,153,5.99,547,6.01,5.99,,,13.5,151,,SSE,,17,,
YNWC1,04/20/2023 19:02 UTC,62,16,4,241,9,877,6.01,9,,,14.4,213,,WSW,,15.2,,
YNWC1,04/20/2023 20:02 UTC,64,24,5,233,11,971,6.01,11,,,13.8,211,,SW,,26.36,,
YNWC1,04/20/2023 23:02 UTC,63,32,5,216,9,128,6.01,9,,,12.9,224,,SW,,32.53,,
YNWC1,04/21/2023 00:02 UTC,62,34,4,227,10,43,6.01,10,,,12.9,220,,SW,,33.16,,
YNWC1,04/21/2023 01:02 UTC,60,38,3,236,8,28,6.01,8,,,12.8,221,,SW,,34.16,,
YNWC1,04/21/2023 02:02 UTC,57,44,2,227,5.99,10,6.01,5.99,,,12.8,219,,SW,,35.14,,
YNWC1,04/21/2023 03:02 UTC,51,57,1,353,4,3,6.01,4,,,12.7,213,,N,,36.16,,
YNWC1,04/21/2023 04:02 UTC,47,66,0,,2,0,6.01,2,,,12.7,332,,,,36.11,,
YNWC1,04/21/2023 05:02 UTC,44,73,0,,2,0,6.01,2,,,12.7,330,,,,35.81,,
YNWC1,04/21/2023 06:02 UTC,42,77,0,,2,0,6.01,2,,,12.7,173,,,,35.23,,
YNWC1,04/21/2023 07:02 UTC,41,81,0,,2,0,6.01,2,,,12.6,215,,,,35.55,,
YNWC1,04/21/2023 08:02 UTC,39,84,1,211,3,0,6.01,3,,,12.6,211,,SSW,,34.52,,
YNWC1,04/21/2023 09:02 UTC,38,86,0,,2,0,6.01,2,,,12.6,174,,,,34.13,,
YNWC1,04/21/2023 10:02 UTC,37,87,0,,1,0,6.01,1,,,12.6,344,,,,33.44,,
YNWC1,04/21/2023 11:02 UTC,37,90,1,191,2,0,6.01,2,,,12.5,324,,S,,34.3,,
YNWC1,04/21/2023 12:02 UTC,36,93,0,,3,0,6.01,3,,,12.5,341,,,,34.15,,
YNWC1,04/21/2023 13:02 UTC,35,94,0,,2,0,6.01,2,,,12.5,329,,,,33.43,,
YNWC1,04/21/2023 14:02 UTC,35,93,0,,2,4,6.01,2,,,12.5,351,,,,33.16,,
YNWC1,04/21/2023 15:02 UTC,36,92,0,,3,10,6.01,3,,,12.5,338,,,,33.87,,
YNWC1,04/21/2023 16:02 UTC,38,91,0,,2,18,6.01,2,,,12.5,182,,,,35.57,,
YNWC1,04/21/2023 17:02 UTC,55,55,3,156,4,83,6.01,4,,,12.7,162,,SSE,,38.99,,
YNWC1,04/21/2023 18:02 UTC,67,32,3,143,5,545,6.01,5,,,14,171,,SE,,36.06,,
YNWC1,04/21/2023 19:02 UTC,68,31,3,215,9,877,6.01,9,,,13.6,223,,SW,,36.13,,
YNWC1,04/21/2023 20:02 UTC,72,31,4,234,10,938,6.01,10,,,14.2,214,,SW,,39.64,,
YNWC1,04/21/2023 21:02 UTC,71,33,5,200,9,785,6.01,9,,,13.3,327,,SSW,,40.37,,
YNWC1,04/21/2023 22:02 UTC,72,33,4,236,11,801,6.01,11,,,13.1,222,,SW,,41.25,,
YNWC1,04/21/2023 23:02 UTC,70,37,4,238,11,163,6.01,11,,,12.9,222,,WSW,,42.44,,
YNWC1,04/22/2023 00:02 UTC,69,40,5,229,9,66,6.01,9,,,12.9,219,,SW,,43.58,,
YNWC1,04/22/2023 01:02 UTC,66,47,5.99,217,10,52,6.01,10,,,12.8,215,,SW,,45.09,,
YNWC1,04/22/2023 02:02 UTC,62,54,3,211,8,20,6.01,8,,,12.8,219,,SSW,,45.05,,
YNWC1,04/22/2023 03:02 UTC,57,66,1,94,5,6,6.01,5,,,12.7,214,,E,,45.66,,
YNWC1,04/22/2023 04:02 UTC,53,77,0,,3,0,6.01,3,,,12.7,176,,,,45.91,,
YNWC1,04/22/2023 06:02 UTC,48,86,0,,2,0,6.01,2,,,12.7,245,,,,43.97,,
YNWC1,04/22/2023 07:02 UTC,46,86,0,,2,0,6.01,2,,,12.6,230,,,,42,,
YNWC1,04/22/2023 08:02 UTC,45,88,0,,2,0,6.01,2,,,12.6,332,,,,41.62,,
YNWC1,04/22/2023 09:02 UTC,44,90,0,,2,0,6.01,2,,,12.6,214,,,,41.22,,
YNWC1,04/22/2023 10:02 UTC,42,92,0,,2,0,6.01,2,,,12.6,224,,,,39.82,,
YNWC1,04/22/2023 11:02 UTC,41,93,0,,1,0,6.01,1,,,12.6,222,,,,39.11,,
YNWC1,04/22/2023 12:02 UTC,40,94,0,,2,0,6.01,2,,,12.5,228,,,,38.39,,
YNWC1,04/22/2023 13:02 UTC,39,94,1,249,3,0,6.01,3,,,12.5,227,,WSW,,37.4,,
YNWC1,04/22/2023 14:02 UTC,39,94,0,,2,5,6.01,2,,,12.5,181,,,,37.4,,
YNWC1,04/22/2023 15:02 UTC,39,92,0,,2,13,6.01,2,,,12.5,224,,,,36.84,,
YNWC1,04/22/2023 16:02 UTC,42,87,1,181,3,19,6.01,3,,,12.5,160,,S,,38.37,,
YNWC1,04/22/2023 17:02 UTC,56,49,3,155,3,99,6.01,3,,,12.7,158,,SSE,,36.96,,
YNWC1,04/22/2023 19:02 UTC,72,29,3,249,8,917,6.01,8,,,13.9,219,,WSW,,37.94,,
YNWC1,04/22/2023 20:02 UTC,72,34,5,211,12,972,6.01,12,,,13.9,219,,SSW,,42.03,,
YNWC1,04/22/2023 21:02 UTC,74,36,5.99,218,10,959,6.01,10,,,13.2,218,,SW,,45.3,,
YNWC1,04/22/2023 22:02 UTC,72,39,5.99,219,10,874,6.01,10,,,13,216,,SW,,45.62,,
YNWC1,04/22/2023 23:02 UTC,70,44,5.99,217,12,170,6.01,12,,,12.9,217,,SW,,47,,
YNWC1,04/23/2023 00:02 UTC,68,48,5.99,221,11,57,6.01,11,,,12.9,233,,SW,,47.49,,
YNWC1,04/23/2023 01:02 UTC,67,51,5,228,10,60,6.01,10,,,12.8,227,,SW,,48.18,,
YNWC1,04/23/2023 02:02 UTC,64,55,3,222,10,42,6.01,10,,,12.8,217,,SW,,47.41,,
